Emoji,Unicode codepoint,Occurrences,Negative,Neutral,Positive,p-,p0,p+,score,polarity
🇺,0x1f1fa,71,8,15,48,0.11267605633802817,0.2112676056338028,0.676056338028169,0.5633802816901409,1
👿,0x1f47f,70,47,15,8,0.6714285714285714,0.21428571428571427,0.11428571428571428,-0.557142857142857,-1
🚬,0x1f6ac,70,8,16,46,0.11428571428571428,0.22857142857142856,0.6571428571428571,0.5428571428571428,1
✿,0x273f,70,2,38,30,0.02857142857142857,0.5428571428571428,0.42857142857142855,0.39999999999999997,0
📖,0x1f4d6,68,18,20,30,0.2647058823529412,0.29411764705882354,0.4411764705882353,0.1764705882352941,1
🐒,0x1f412,68,1,29,38,0.014705882352941176,0.4264705882352941,0.5588235294117647,0.5441176470588236,1
🌍,0x1f30d,68,5,16,47,0.07352941176470588,0.23529411764705882,0.6911764705882353,0.6176470588235294,1
┊,0x250a,68,0,0,68,0.0,0.0,1.0,1.0,1
🐥,0x1f425,67,4,18,45,0.05970149253731343,0.26865671641791045,0.6716417910447762,0.6119402985074628,1
🌀,0x1f300,66,10,39,17,0.15151515151515152,0.5909090909090909,0.25757575757575757,0.10606060606060605,0
🐼,0x1f43c,66,4,40,22,0.06060606060606061,0.6060606060606061,0.3333333333333333,0.2727272727272727,0
🎥,0x1f3a5,66,8,30,28,0.12121212121212122,0.45454545454545453,0.42424242424242425,0.30303030303030304,0
💄,0x1f484,66,6,24,36,0.09090909090909091,0.36363636363636365,0.5454545454545454,0.4545454545454545,1
💸,0x1f4b8,66,16,23,27,0.24242424242424243,0.3484848484848485,0.4090909090909091,0.16666666666666669,1
⛔,0x26d4,65,5,22,38,0.07692307692307693,0.3384615384615385,0.5846153846153846,0.5076923076923077,1
●,0x25cf,65,8,37,20,0.12307692307692308,0.5692307692307692,0.3076923076923077,0.18461538461538463,0
🏀,0x1f3c0,64,13,21,30,0.203125,0.328125,0.46875,0.265625,1
💉,0x1f489,64,11,18,35,0.171875,0.28125,0.546875,0.375,1
💟,0x1f49f,63,3,12,48,0.047619047619047616,0.19047619047619047,0.7619047619047619,0.7142857142857142,1
🚗,0x1f697,62,8,31,23,0.12903225806451613,0.5,0.3709677419354839,0.24193548387096775,0
😯,0x1f62f,62,16,22,24,0.25806451612903225,0.3548387096774194,0.3870967741935484,0.12903225806451613,1
📝,0x1f4dd,62,8,31,23,0.12903225806451613,0.5,0.3709677419354839,0.24193548387096775,0
═,0x2550,62,0,61,1,0.0,0.9838709677419355,0.016129032258064516,0.016129032258064516,0
♦,0x2666,61,6,20,35,0.09836065573770492,0.32786885245901637,0.5737704918032787,0.47540983606557374,1
💭,0x1f4ad,60,10,27,23,0.16666666666666666,0.45,0.38333333333333336,0.2166666666666667,0
🌙,0x1f319,58,3,16,39,0.05172413793103448,0.27586206896551724,0.6724137931034483,0.6206896551724138,1
🐟,0x1f41f,58,2,12,44,0.034482758620689655,0.20689655172413793,0.7586206896551724,0.7241379310344828,1
👣,0x1f463,58,6,25,27,0.10344827586206896,0.43103448275862066,0.46551724137931033,0.3620689655172414,1
☞,0x261e,58,0,51,7,0.0,0.8793103448275862,0.1206896551724138,0.1206896551724138,0
✂,0x2702,58,34,18,6,0.5862068965517241,0.3103448275862069,0.10344827586206896,-0.48275862068965514,-1
🗿,0x1f5ff,58,5,21,32,0.08620689655172414,0.3620689655172414,0.5517241379310345,0.46551724137931033,1
🍝,0x1f35d,57,16,18,23,0.2807017543859649,0.3157894736842105,0.40350877192982454,0.12280701754385964,1
👪,0x1f46a,57,24,10,23,0.42105263157894735,0.17543859649122806,0.40350877192982454,-0.017543859649122806,-1
🍭,0x1f36d,57,9,21,27,0.15789473684210525,0.3684210526315789,0.47368421052631576,0.3157894736842105,1
🌃,0x1f303,56,3,27,26,0.05357142857142857,0.48214285714285715,0.4642857142857143,0.41071428571428575,0
❌,0x274c,56,14,12,30,0.25,0.21428571428571427,0.5357142857142857,0.2857142857142857,1
🐰,0x1f430,55,4,13,38,0.07272727272727272,0.23636363636363636,0.6909090909090909,0.6181818181818182,1
💊,0x1f48a,55,8,14,33,0.14545454545454545,0.2545454545454545,0.6,0.45454545454545453,1
🚨,0x1f6a8,55,6,6,43,0.10909090909090909,0.10909090909090909,0.7818181818181819,0.6727272727272727,1
😦,0x1f626,54,30,15,9,0.5555555555555556,0.2777777777777778,0.16666666666666666,-0.38888888888888895,-1
🍪,0x1f36a,54,10,16,28,0.18518518518518517,0.2962962962962963,0.5185185185185185,0.3333333333333333,1
🍣,0x1f363,53,24,18,11,0.4528301886792453,0.33962264150943394,0.20754716981132076,-0.24528301886792453,-1
╭,0x256d,53,3,38,12,0.05660377358490566,0.7169811320754716,0.22641509433962265,0.169811320754717,0
✧,0x2727,53,1,33,19,0.018867924528301886,0.6226415094339622,0.3584905660377358,0.33962264150943394,0
🎆,0x1f386,52,2,9,41,0.038461538461538464,0.17307692307692307,0.7884615384615384,0.75,1
╮,0x256e,52,5,35,12,0.09615384615384616,0.6730769230769231,0.23076923076923078,0.13461538461538464,0
🎎,0x1f38e,51,0,2,49,0.0,0.0392156862745098,0.9607843137254902,0.9607843137254902,1
🇩,0x1f1e9,51,1,16,34,0.0196078431372549,0.3137254901960784,0.6666666666666666,0.6470588235294117,1
✅,0x2705,51,3,23,25,0.058823529411764705,0.45098039215686275,0.49019607843137253,0.4313725490196078,1
👹,0x1f479,49,13,20,16,0.2653061224489796,0.40816326530612246,0.32653061224489793,0.061224489795918324,0
📱,0x1f4f1,49,4,25,20,0.08163265306122448,0.5102040816326531,0.40816326530612246,0.326530612244898,0
🙍,0x1f64d,49,29,8,12,0.5918367346938775,0.16326530612244897,0.24489795918367346,-0.3469387755102041,-1
🍑,0x1f351,49,12,12,25,0.24489795918367346,0.24489795918367346,0.5102040816326531,0.2653061224489796,1
🎼,0x1f3bc,49,2,28,19,0.04081632653061224,0.5714285714285714,0.3877551020408163,0.3469387755102041,0
🔊,0x1f50a,49,4,20,25,0.08163265306122448,0.40816326530612246,0.5102040816326531,0.4285714285714286,1
🌌,0x1f30c,47,5,11,31,0.10638297872340426,0.23404255319148937,0.6595744680851063,0.553191489361702,1
🍎,0x1f34e,47,6,19,22,0.1276595744680851,0.40425531914893614,0.46808510638297873,0.34042553191489366,1
🐻,0x1f43b,47,6,13,28,0.1276595744680851,0.2765957446808511,0.5957446808510638,0.46808510638297873,1
─,0x2500,47,0,40,7,0.0,0.851063829787234,0.14893617021276595,0.14893617021276595,0
╰,0x2570,47,7,36,4,0.14893617021276595,0.7659574468085106,0.0851063829787234,-0.06382978723404255,0
💇,0x1f487,46,7,16,23,0.15217391304347827,0.34782608695652173,0.5,0.34782608695652173,1
♬,0x266c,46,4,26,16,0.08695652173913043,0.5652173913043478,0.34782608695652173,0.2608695652173913,0
♚,0x265a,46,0,44,2,0.0,0.9565217391304348,0.043478260869565216,0.043478260869565216,0
🔴,0x1f534,45,1,24,20,0.022222222222222223,0.5333333333333333,0.4444444444444444,0.4222222222222222,0
🍱,0x1f371,45,25,10,10,0.5555555555555556,0.2222222222222222,0.2222222222222222,-0.33333333333333337,-1
🍊,0x1f34a,45,6,13,26,0.13333333333333333,0.28888888888888886,0.5777777777777777,0.4444444444444444,1
🍒,0x1f352,45,6,18,21,0.13333333333333333,0.4,0.4666666666666667,0.33333333333333337,1
🐭,0x1f42d,45,0,12,33,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333,1
👟,0x1f45f,45,5,15,25,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.4444444444444445,1
🌎,0x1f30e,44,5,19,20,0.11363636363636363,0.4318181818181818,0.45454545454545453,0.3409090909090909,1
🍍,0x1f34d,44,7,8,29,0.1590909090909091,0.18181818181818182,0.6590909090909091,0.5,1
🐮,0x1f42e,43,2,12,29,0.046511627906976744,0.27906976744186046,0.6744186046511628,0.627906976744186,1
📲,0x1f4f2,43,7,18,18,0.16279069767441862,0.4186046511627907,0.4186046511627907,0.2558139534883721,0
☼,0x263c,43,2,30,11,0.046511627906976744,0.6976744186046512,0.2558139534883721,0.20930232558139536,0
🌅,0x1f305,42,6,14,22,0.14285714285714285,0.3333333333333333,0.5238095238095238,0.380952380952381,1
🇷,0x1f1f7,42,1,10,31,0.023809523809523808,0.23809523809523808,0.7380952380952381,0.7142857142857143,1
👠,0x1f460,42,6,14,22,0.14285714285714285,0.3333333333333333,0.5238095238095238,0.380952380952381,1
🌽,0x1f33d,42,5,12,25,0.11904761904761904,0.2857142857142857,0.5952380952380952,0.47619047619047616,1
💧,0x1f4a7,41,20,8,13,0.4878048780487805,0.1951219512195122,0.3170731707317073,-0.17073170731707316,-1
❓,0x2753,41,7,24,10,0.17073170731707318,0.5853658536585366,0.24390243902439024,0.07317073170731705,0
🍬,0x1f36c,41,8,9,24,0.1951219512195122,0.21951219512195122,0.5853658536585366,0.39024390243902435,1
😺,0x1f63a,40,8,7,25,0.2,0.175,0.625,0.425,1
🐴,0x1f434,40,8,21,11,0.2,0.525,0.275,0.07500000000000001,0
🚀,0x1f680,40,2,15,23,0.05,0.375,0.575,0.5249999999999999,1
¦,0xa6,40,7,1,32,0.175,0.025,0.8,0.625,1
💢,0x1f4a2,40,6,18,16,0.15,0.45,0.4,0.25,0
🎬,0x1f3ac,40,2,24,14,0.05,0.6,0.35,0.3,0
🍧,0x1f367,40,9,9,22,0.225,0.225,0.55,0.32500000000000007,1
🍜,0x1f35c,40,9,5,26,0.225,0.125,0.65,0.42500000000000004,1
🐏,0x1f40f,40,2,12,26,0.05,0.3,0.65,0.6,1
🐘,0x1f418,40,9,21,10,0.225,0.525,0.25,0.024999999999999994,0
👧,0x1f467,40,10,14,16,0.25,0.35,0.4,0.15000000000000002,1
⠀,0x2800,40,6,26,8,0.15,0.65,0.2,0.05000000000000002,0
🏄,0x1f3c4,39,2,13,24,0.05128205128205128,0.3333333333333333,0.6153846153846154,0.5641025641025641,1
➤,0x27a4,39,0,26,13,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
⬆,0x2b06,39,1,25,13,0.02564102564102564,0.6410256410256411,0.3333333333333333,0.30769230769230765,0
🍋,0x1f34b,38,6,16,16,0.15789473684210525,0.42105263157894735,0.42105263157894735,0.2631578947368421,0
🆗,0x1f197,38,6,4,28,0.15789473684210525,0.10526315789473684,0.7368421052631579,0.5789473684210527,1
⚪,0x26aa,37,0,19,18,0.0,0.5135135135135135,0.4864864864864865,0.4864864864864865,0
📺,0x1f4fa,37,3,16,18,0.08108108108108109,0.43243243243243246,0.4864864864864865,0.40540540540540543,1
🍅,0x1f345,37,9,5,23,0.24324324324324326,0.13513513513513514,0.6216216216216216,0.37837837837837834,1
⛅,0x26c5,37,4,11,22,0.10810810810810811,0.2972972972972973,0.5945945945945946,0.4864864864864865,1
🐢,0x1f422,37,6,17,14,0.16216216216216217,0.4594594594594595,0.3783783783783784,0.21621621621621623,0
👙,0x1f459,37,3,11,23,0.08108108108108109,0.2972972972972973,0.6216216216216216,0.5405405405405406,1
🏡,0x1f3e1,36,5,9,22,0.1388888888888889,0.25,0.6111111111111112,0.47222222222222227,1
🌾,0x1f33e,36,5,5,26,0.1388888888888889,0.1388888888888889,0.7222222222222222,0.5833333333333333,1
◉,0x25c9,36,0,26,10,0.0,0.7222222222222222,0.2777777777777778,0.2777777777777778,0
✏,0x270f,35,3,16,16,0.08571428571428572,0.45714285714285713,0.45714285714285713,0.37142857142857144,0
🐬,0x1f42c,35,2,15,18,0.05714285714285714,0.42857142857142855,0.5142857142857142,0.4571428571428571,1
🍤,0x1f364,35,6,21,8,0.17142857142857143,0.6,0.22857142857142856,0.057142857142857134,0
🇹,0x1f1f9,35,0,13,22,0.0,0.37142857142857144,0.6285714285714286,0.6285714285714286,1
♣,0x2663,35,4,14,17,0.11428571428571428,0.4,0.4857142857142857,0.37142857142857144,1
🐝,0x1f41d,35,5,17,13,0.14285714285714285,0.4857142857142857,0.37142857142857144,0.2285714285714286,0
🌝,0x1f31d,34,5,17,12,0.14705882352941177,0.5,0.35294117647058826,0.2058823529411765,0
🇮,0x1f1ee,34,0,12,22,0.0,0.35294117647058826,0.6470588235294118,0.6470588235294118,1
🔋,0x1f50b,34,22,8,4,0.6470588235294118,0.23529411764705882,0.11764705882352941,-0.5294117647058824,-1
🐍,0x1f40d,34,3,15,16,0.08823529411764706,0.4411764705882353,0.47058823529411764,0.38235294117647056,1
♔,0x2654,34,0,14,20,0.0,0.4117647058823529,0.5882352941176471,0.5882352941176471,1
🍳,0x1f373,33,13,6,14,0.3939393939393939,0.18181818181818182,0.42424242424242425,0.03030303030303033,1
🔵,0x1f535,33,4,14,15,0.12121212121212122,0.42424242424242425,0.45454545454545453,0.3333333333333333,1
😾,0x1f63e,33,20,5,8,0.6060606060606061,0.15151515151515152,0.24242424242424243,-0.36363636363636365,-1
🌕,0x1f315,33,3,7,23,0.09090909090909091,0.21212121212121213,0.696969696969697,0.6060606060606061,1
🐨,0x1f428,33,4,9,20,0.12121212121212122,0.2727272727272727,0.6060606060606061,0.48484848484848486,1
🔐,0x1f510,33,6,9,18,0.18181818181818182,0.2727272727272727,0.5454545454545454,0.3636363636363636,1
💿,0x1f4bf,33,0,11,22,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
❁,0x2741,33,0,31,2,0.0,0.9393939393939394,0.06060606060606061,0.06060606060606061,0
🌳,0x1f333,32,2,11,19,0.0625,0.34375,0.59375,0.53125,1
👰,0x1f470,32,3,9,20,0.09375,0.28125,0.625,0.53125,1
❀,0x2740,32,0,18,14,0.0,0.5625,0.4375,0.4375,0
⚓,0x2693,32,2,8,22,0.0625,0.25,0.6875,0.625,1
🚴,0x1f6b4,32,0,9,23,0.0,0.28125,0.71875,0.71875,1
▀,0x2580,32,10,17,5,0.3125,0.53125,0.15625,-0.15625,0
👗,0x1f457,31,5,13,13,0.16129032258064516,0.41935483870967744,0.41935483870967744,0.25806451612903225,0
➕,0x2795,31,4,5,22,0.12903225806451613,0.16129032258064516,0.7096774193548387,0.5806451612903226,1
💬,0x1f4ac,30,4,10,16,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.4,1
▒,0x2592,30,2,27,1,0.06666666666666667,0.9,0.03333333333333333,-0.03333333333333333,0
🔜,0x1f51c,30,5,11,14,0.16666666666666666,0.36666666666666664,0.4666666666666667,0.30000000000000004,1
🍨,0x1f368,30,8,7,15,0.26666666666666666,0.23333333333333334,0.5,0.23333333333333334,1
💲,0x1f4b2,30,0,22,8,0.0,0.7333333333333333,0.26666666666666666,0.26666666666666666,0
⛽,0x26fd,30,1,23,6,0.03333333333333333,0.7666666666666667,0.2,0.16666666666666669,0
🍙,0x1f359,29,5,10,14,0.1724137931034483,0.3448275862068966,0.4827586206896552,0.3103448275862069,1
🍗,0x1f357,29,9,9,11,0.3103448275862069,0.3103448275862069,0.3793103448275862,0.06896551724137928,1
🍲,0x1f372,29,7,11,11,0.2413793103448276,0.3793103448275862,0.3793103448275862,0.1379310344827586,0
🍥,0x1f365,29,22,4,3,0.7586206896551724,0.13793103448275862,0.10344827586206896,-0.6551724137931034,-1
▸,0x25b8,29,0,22,7,0.0,0.7586206896551724,0.2413793103448276,0.2413793103448276,0
♛,0x265b,29,4,15,10,0.13793103448275862,0.5172413793103449,0.3448275862068966,0.20689655172413796,0
😼,0x1f63c,28,5,7,16,0.17857142857142858,0.25,0.5714285714285714,0.3928571428571428,1
🐙,0x1f419,28,2,12,14,0.07142857142857142,0.42857142857142855,0.5,0.4285714285714286,1
👨,0x1f468,28,2,8,18,0.07142857142857142,0.2857142857142857,0.6428571428571429,0.5714285714285715,1
🍚,0x1f35a,28,6,2,20,0.21428571428571427,0.07142857142857142,0.7142857142857143,0.5,1
🍖,0x1f356,28,7,10,11,0.25,0.35714285714285715,0.39285714285714285,0.14285714285714285,1
♨,0x2668,28,0,1,27,0.0,0.03571428571428571,0.9642857142857143,0.9642857142857143,1
🎹,0x1f3b9,28,0,17,11,0.0,0.6071428571428571,0.39285714285714285,0.39285714285714285,0
♕,0x2655,28,0,16,12,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,0
▃,0x2583,28,0,0,28,0.0,0.0,1.0,1.0,1
🚘,0x1f698,27,8,9,10,0.2962962962962963,0.3333333333333333,0.37037037037037035,0.07407407407407407,1
🍏,0x1f34f,27,7,11,9,0.25925925925925924,0.4074074074074074,0.3333333333333333,0.07407407407407407,0
👩,0x1f469,27,9,7,11,0.3333333333333333,0.25925925925925924,0.4074074074074074,0.07407407407407407,1
👦,0x1f466,27,5,13,9,0.18518518518518517,0.48148148148148145,0.3333333333333333,0.14814814814814814,0
🇬,0x1f1ec,27,2,15,10,0.07407407407407407,0.5555555555555556,0.37037037037037035,0.2962962962962963,0
🇧,0x1f1e7,27,2,15,10,0.07407407407407407,0.5555555555555556,0.37037037037037035,0.2962962962962963,0
☠,0x2620,27,7,14,6,0.25925925925925924,0.5185185185185185,0.2222222222222222,-0.037037037037037035,0
🐠,0x1f420,26,4,6,16,0.15384615384615385,0.23076923076923078,0.6153846153846154,0.46153846153846156,1
🚹,0x1f6b9,26,1,4,21,0.038461538461538464,0.15384615384615385,0.8076923076923077,0.7692307692307693,1
💵,0x1f4b5,26,3,9,14,0.11538461538461539,0.34615384615384615,0.5384615384615384,0.423076923076923,1
✰,0x2730,26,0,3,23,0.0,0.11538461538461539,0.8846153846153846,0.8846153846153846,1
╠,0x2560,26,0,20,6,0.0,0.7692307692307693,0.23076923076923078,0.23076923076923078,0
👛,0x1f45b,25,4,7,14,0.16,0.28,0.56,0.4,1
🚙,0x1f699,25,5,14,6,0.2,0.56,0.24,0.03999999999999998,0
🌱,0x1f331,25,0,9,16,0.0,0.36,0.64,0.64,1
💻,0x1f4bb,25,1,16,8,0.04,0.64,0.32,0.28,0
🌏,0x1f30f,25,3,10,12,0.12,0.4,0.48,0.36,1
▄,0x2584,25,8,11,6,0.32,0.44,0.24,-0.08000000000000002,0
👓,0x1f453,24,0,16,8,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
◄,0x25c4,24,0,18,6,0.0,0.75,0.25,0.25,0
⚾,0x26be,24,9,7,8,0.375,0.2916666666666667,0.3333333333333333,-0.041666666666666685,-1
🌲,0x1f332,23,2,9,12,0.08695652173913043,0.391304347826087,0.5217391304347826,0.43478260869565216,1
👴,0x1f474,23,5,7,11,0.21739130434782608,0.30434782608695654,0.4782608695652174,0.26086956521739135,1
🏠,0x1f3e0,23,1,8,14,0.043478260869565216,0.34782608695652173,0.6086956521739131,0.5652173913043479,1
🍇,0x1f347,23,5,6,12,0.21739130434782608,0.2608695652173913,0.5217391304347826,0.30434782608695654,1
🍘,0x1f358,23,5,3,15,0.21739130434782608,0.13043478260869565,0.6521739130434783,0.4347826086956522,1
🍛,0x1f35b,23,8,6,9,0.34782608695652173,0.2608695652173913,0.391304347826087,0.043478260869565244,1
🐇,0x1f407,23,4,9,10,0.17391304347826086,0.391304347826087,0.43478260869565216,0.2608695652173913,1
🔞,0x1f51e,23,6,12,5,0.2608695652173913,0.5217391304347826,0.21739130434782608,-0.043478260869565216,0
👵,0x1f475,23,5,2,16,0.21739130434782608,0.08695652173913043,0.6956521739130435,0.4782608695652174,1
◀,0x25c0,23,0,16,7,0.0,0.6956521739130435,0.30434782608695654,0.30434782608695654,0
🔙,0x1f519,23,2,14,7,0.08695652173913043,0.6086956521739131,0.30434782608695654,0.2173913043478261,0
🌵,0x1f335,23,6,6,11,0.2608695652173913,0.2608695652173913,0.4782608695652174,0.2173913043478261,1
🐽,0x1f43d,22,5,9,8,0.22727272727272727,0.4090909090909091,0.36363636363636365,0.13636363636363638,0
🍮,0x1f36e,22,10,5,7,0.45454545454545453,0.22727272727272727,0.3181818181818182,-0.13636363636363635,-1
🎇,0x1f387,22,1,3,18,0.045454545454545456,0.13636363636363635,0.8181818181818182,0.7727272727272728,1
🐎,0x1f40e,22,2,8,12,0.09090909090909091,0.36363636363636365,0.5454545454545454,0.4545454545454545,1
➔,0x2794,22,3,19,0,0.13636363636363635,0.8636363636363636,0.0,-0.13636363636363635,0
💶,0x1f4b6,22,3,16,3,0.13636363636363635,0.7272727272727273,0.13636363636363635,0.0,0
🐤,0x1f424,22,1,7,14,0.045454545454545456,0.3181818181818182,0.6363636363636364,0.5909090909090909,1
╩,0x2569,22,0,17,5,0.0,0.7727272727272727,0.22727272727272727,0.22727272727272727,0
🛀,0x1f6c0,21,6,6,9,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.14285714285714285,1
🌑,0x1f311,21,2,6,13,0.09523809523809523,0.2857142857142857,0.6190476190476191,0.5238095238095238,1
🚲,0x1f6b2,21,1,10,10,0.047619047619047616,0.47619047619047616,0.47619047619047616,0.42857142857142855,0
🐑,0x1f411,21,6,13,2,0.2857142857142857,0.6190476190476191,0.09523809523809523,-0.19047619047619047,0
🏁,0x1f3c1,21,0,9,12,0.0,0.42857142857142855,0.5714285714285714,0.5714285714285714,1
🍞,0x1f35e,21,6,8,7,0.2857142857142857,0.38095238095238093,0.3333333333333333,0.047619047619047616,0
🎾,0x1f3be,21,2,4,15,0.09523809523809523,0.19047619047619047,0.7142857142857143,0.6190476190476191,1
╚,0x255a,21,0,14,7,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
🈹,0x1f239,21,1,12,8,0.047619047619047616,0.5714285714285714,0.38095238095238093,0.3333333333333333,0
🐳,0x1f433,20,4,9,7,0.2,0.45,0.35,0.14999999999999997,0
👮,0x1f46e,20,10,8,2,0.5,0.4,0.1,-0.4,-1
☹,0x2639,20,14,4,2,0.7,0.2,0.1,-0.6,-1
🐵,0x1f435,20,1,7,12,0.05,0.35,0.6,0.5499999999999999,1
✪,0x272a,20,0,13,7,0.0,0.65,0.35,0.35,0
◕,0x25d5,20,0,10,10,0.0,0.5,0.5,0.5,0
🗼,0x1f5fc,20,1,6,13,0.05,0.3,0.65,0.6,1
▐,0x2590,20,4,15,1,0.2,0.75,0.05,-0.15000000000000002,0
♠,0x2660,20,0,13,7,0.0,0.65,0.35,0.35,0
┳,0x2533,20,10,8,2,0.5,0.4,0.1,-0.4,-1
👺,0x1f47a,19,8,7,4,0.42105263157894735,0.3684210526315789,0.21052631578947367,-0.21052631578947367,-1
🐚,0x1f41a,19,1,12,6,0.05263157894736842,0.631578947368421,0.3157894736842105,0.2631578947368421,0
👂,0x1f442,19,7,8,4,0.3684210526315789,0.42105263157894735,0.21052631578947367,-0.15789473684210525,0
🗽,0x1f5fd,19,1,10,8,0.05263157894736842,0.5263157894736842,0.42105263157894735,0.3684210526315789,0
🍵,0x1f375,19,3,5,11,0.15789473684210525,0.2631578947368421,0.5789473684210527,0.4210526315789474,1
🆒,0x1f192,19,0,11,8,0.0,0.5789473684210527,0.42105263157894735,0.42105263157894735,0
🍯,0x1f36f,19,7,4,8,0.3684210526315789,0.21052631578947367,0.42105263157894735,0.05263157894736842,1
🐺,0x1f43a,19,2,10,7,0.10526315789473684,0.5263157894736842,0.3684210526315789,0.2631578947368421,0
⇨,0x21e8,19,0,9,10,0.0,0.47368421052631576,0.5263157894736842,0.5263157894736842,1
➨,0x27a8,19,2,12,5,0.10526315789473684,0.631578947368421,0.2631578947368421,0.15789473684210525,0
🌓,0x1f313,19,0,6,13,0.0,0.3157894736842105,0.6842105263157895,0.6842105263157895,1
🔒,0x1f512,19,5,5,9,0.2631578947368421,0.2631578947368421,0.47368421052631576,0.21052631578947367,1
╬,0x256c,19,6,10,3,0.3157894736842105,0.5263157894736842,0.15789473684210525,-0.15789473684210525,0
👳,0x1f473,18,2,1,15,0.1111111111111111,0.05555555555555555,0.8333333333333334,0.7222222222222223,1
🌂,0x1f302,18,2,9,7,0.1111111111111111,0.5,0.3888888888888889,0.2777777777777778,0
🚌,0x1f68c,18,2,10,6,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.2222222222222222,0
♩,0x2669,18,0,7,11,0.0,0.3888888888888889,0.6111111111111112,0.6111111111111112,1
🍡,0x1f361,18,5,9,4,0.2777777777777778,0.5,0.2222222222222222,-0.05555555555555558,0
❥,0x2765,18,0,13,5,0.0,0.7222222222222222,0.2777777777777778,0.2777777777777778,0
🎡,0x1f3a1,18,1,10,7,0.05555555555555555,0.5555555555555556,0.3888888888888889,0.33333333333333337,0
💌,0x1f48c,17,2,3,12,0.11764705882352941,0.17647058823529413,0.7058823529411765,0.5882352941176471,1
🐩,0x1f429,17,0,10,7,0.0,0.5882352941176471,0.4117647058823529,0.4117647058823529,0
🌜,0x1f31c,17,0,7,10,0.0,0.4117647058823529,0.5882352941176471,0.5882352941176471,1
⌚,0x231a,17,2,9,6,0.11764705882352941,0.5294117647058824,0.35294117647058826,0.23529411764705885,0
🚿,0x1f6bf,17,1,3,13,0.058823529411764705,0.17647058823529413,0.7647058823529411,0.7058823529411764,1
🐖,0x1f416,17,0,14,3,0.0,0.8235294117647058,0.17647058823529413,0.17647058823529413,0
🔆,0x1f506,17,0,6,11,0.0,0.35294117647058826,0.6470588235294118,0.6470588235294118,1
🌛,0x1f31b,17,0,6,11,0.0,0.35294117647058826,0.6470588235294118,0.6470588235294118,1
💂,0x1f482,17,8,4,5,0.47058823529411764,0.23529411764705882,0.29411764705882354,-0.1764705882352941,-1
🐔,0x1f414,17,1,9,7,0.058823529411764705,0.5294117647058824,0.4117647058823529,0.3529411764705882,0
🙎,0x1f64e,17,8,2,7,0.47058823529411764,0.11764705882352941,0.4117647058823529,-0.05882352941176472,-1
🏩,0x1f3e9,16,2,4,10,0.125,0.25,0.625,0.5,1
🇫,0x1f1eb,16,0,7,9,0.0,0.4375,0.5625,0.5625,1
🔨,0x1f528,16,6,6,4,0.375,0.375,0.25,-0.125,-1
📢,0x1f4e2,16,0,8,8,0.0,0.5,0.5,0.5,0
🐦,0x1f426,16,0,8,8,0.0,0.5,0.5,0.5,0
🐲,0x1f432,16,2,13,1,0.125,0.8125,0.0625,-0.0625,0
♻,0x267b,16,0,7,9,0.0,0.4375,0.5625,0.5625,1
🌘,0x1f318,16,0,5,11,0.0,0.3125,0.6875,0.6875,1
🍐,0x1f350,16,5,3,8,0.3125,0.1875,0.5,0.1875,1
🌔,0x1f314,16,0,5,11,0.0,0.3125,0.6875,0.6875,1
╥,0x2565,16,6,2,8,0.375,0.125,0.5,0.125,1
❊,0x274a,16,0,16,0,0.0,1.0,0.0,0.0,0
👖,0x1f456,15,1,7,7,0.06666666666666667,0.4666666666666667,0.4666666666666667,0.4,0
🚺,0x1f6ba,15,2,8,5,0.13333333333333333,0.5333333333333333,0.3333333333333333,0.19999999999999998,0
😗,0x1f617,15,1,2,12,0.06666666666666667,0.13333333333333333,0.8,0.7333333333333334,1
🎭,0x1f3ad,15,5,5,5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-1
🐄,0x1f404,15,2,6,7,0.13333333333333333,0.4,0.4666666666666667,0.33333333333333337,1
◟,0x25df,15,2,12,1,0.13333333333333333,0.8,0.06666666666666667,-0.06666666666666667,0
🍢,0x1f362,15,5,7,3,0.3333333333333333,0.4666666666666667,0.2,-0.1333333333333333,0
🎨,0x1f3a8,15,1,10,4,0.06666666666666667,0.6666666666666666,0.26666666666666666,0.2,0
⬇,0x2b07,15,2,4,9,0.13333333333333333,0.26666666666666666,0.6,0.4666666666666667,1
🚼,0x1f6bc,15,0,5,10,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
⛲,0x26f2,15,1,12,2,0.06666666666666667,0.8,0.13333333333333333,0.06666666666666667,0
▁,0x2581,15,0,15,0,0.0,1.0,0.0,0.0,0
🇴,0x1f1f4,15,0,9,6,0.0,0.6,0.4,0.4,0
🌗,0x1f317,15,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333,1
