word,polarity
cresce,0
crescei,0
cresceis,0
crescem,0
crescemos,0
crescendo,0
crescer,0
crescera,0
cresceram,0
cresceras,0
crescerdes,0
crescerei,0
crescereis,0
crescerem,0
cresceremos,0
cresceres,0
cresceria,0
cresceriam,0
crescerias,0
crescermos,0
crescerá,0
crescerás,0
crescerão,0
cresceríamos,0
cresceríeis,0
cresces,0
crescesse,0
crescessem,0
crescesses,0
cresceste,0
crescestes,0
cresceu,0
cresci,0
crescia,0
cresciam,0
crescias,0
crescida,0
crescidas,0
crescido,0
crescidos,0
crescimento,0
crescêramos,0
crescêreis,0
crescêsseis,0
crescêssemos,0
crescíamos,0
crescíeis,0
cresse,1
cressem,1
cresses,1
creste,1
crestes,1
cresça,0
cresçais,0
cresçam,0
cresçamos,0
cresças,0
cresço,0
cretina,0
cretinas,0
cretino,0
cretinos,0
creu,1
cri,1
cria,1
criacionismo,0
criada,1
criadas,1
criado,1
criador,0
criadora,0
criadores,0
criados,1
criai,1
criais,1
criam,1
criamos,1
criancinha,0
criancinhas,0
criando,1
criança,0
crianças,0
criançola,0
criançolas,0
criar,1
criara,1
criaram,1
criaras,1
criardes,1
criarei,1
criareis,1
criarem,1
criaremos,1
criares,1
criaria,1
criariam,1
criarias,1
criarmos,1
criará,1
criarás,1
criarão,1
criaríamos,1
criaríeis,1
crias,1
criasse,1
criassem,1
criasses,1
criaste,1
criastes,1
criativa,0
criativas,0
criativo,0
criativos,0
criava,1
criavam,1
criavas,1
criação,0
criações,0
crida,1
cridas,1
crido,1
cridos,1
crie,1
criei,1
crieis,1
criem,1
criemos,1
cries,1
crime,-1
crio,1
criou,1
cristaliza,0
cristalizada,0
cristalizadas,0
cristalizado,0
cristalizados,0
cristalizai,0
cristalizais,0
cristalizam,0
cristalizamos,0
cristalizando,0
cristalizar,0
cristalizara,0
cristalizaram,0
cristalizaras,0
cristalizardes,0
cristalizarei,0
cristalizareis,0
cristalizarem,0
cristalizaremos,0
cristalizares,0
cristalizaria,0
cristalizariam,0
cristalizarias,0
cristalizarmos,0
cristalizará,0
cristalizarás,0
cristalizarão,0
cristalizaríamos,0
cristalizaríeis,0
cristalizas,0
cristalizasse,0
cristalizassem,0
cristalizasses,0
cristalizaste,0
cristalizastes,0
cristalizava,0
cristalizavam,0
cristalizavas,0
cristalize,0
cristalizei,0
cristalizeis,0
cristalizem,0
cristalizemos,0
cristalizes,0
cristalizo,0
cristalizou,0
cristalizáramos,0
cristalizáreis,0
cristalizásseis,0
cristalizássemos,0
cristalizávamos,0
cristalizáveis,0
cristandade,0
cristo,0
criteriosa,0
criteriosas,0
criterioso,0
critica,-1
criticada,-1
criticadas,-1
criticado,-1
criticados,-1
criticai,-1
criticais,-1
criticam,-1
criticamente,-1
criticamos,-1
criticando,-1
criticante,0
criticantes,0
criticar,-1
criticara,-1
criticaram,-1
criticaras,-1
criticardes,-1
criticarei,-1
criticareis,-1
criticarem,-1
criticaremos,-1
criticares,-1
criticaria,-1
criticariam,-1
criticarias,-1
criticarmos,-1
criticará,-1
criticarás,-1
criticarão,-1
criticaríamos,-1
criticaríeis,-1
criticas,-1
criticasse,-1
criticassem,-1
criticasses,-1
criticaste,-1
criticastes,-1
criticava,-1
criticavam,-1
criticavas,-1
criticismo,0
criticismos,0
critico,-1
criticou,-1
criticáramos,-1
criticáreis,-1
criticásseis,-1
criticássemos,-1
criticávamos,-1
criticáveis,-1
criticável,0
critique,-1
critiquei,-1
critiqueis,-1
critiquem,-1
critiquemos,-1
critiques,-1
critério,1
crivamos,0
crivara,0
crivaram,0
crivaras,0
crivaste,0
crivastes,0
crivava,0
crivavam,0
crivavas,0
crivei,0
crivou,0
criváramos,0
criváreis,0
crivávamos,0
criváveis,0
criáramos,1
criáreis,1
criásseis,1
criássemos,1
criávamos,1
criáveis,1
cronometra,0
cronometrada,0
cronometradas,0
cronometrado,0
cronometrados,0
cronometragem,0
cronometrai,0
cronometrais,0
cronometram,0
cronometramos,0
cronometrando,0
cronometrar,0
cronometrara,0
cronometraram,0
cronometraras,0
cronometrardes,0
cronometrarei,0
cronometrareis,0
cronometrarem,0
cronometraremos,0
cronometrares,0
cronometraria,0
cronometrariam,0
cronometrarias,0
cronometrarmos,0
cronometrará,0
cronometrarás,0
cronometrarão,0
cronometraríamos,0
cronometraríeis,0
cronometras,0
cronometrasse,0
cronometrassem,0
cronometrasses,0
cronometraste,0
cronometrastes,0
cronometrava,0
cronometravam,0
cronometravas,0
cronometre,0
cronometrei,0
cronometreis,0
cronometrem,0
cronometremos,0
cronometres,0
cronometro,0
cronometrou,0
cronometráramos,0
cronometráreis,0
cronometrásseis,0
cronometrássemos,0
cronometrávamos,0
cronometráveis,0
crosta,0
crostas,0
cru,-1
crua,-1
cruamente,-1
cruas,-1
cruciais,0
crucial,0
cruciante,0
cruciantes,0
crucificação,0
crueis,0
cruel,-1
crueldade,-1
crueldades,0
cruelmente,-1
crueza,-1
crus,-1
cruz,0
cruza,0
cruzada,0
cruzadas,0
cruzado,0
cruzados,0
cruzai,0
cruzais,0
cruzam,0
cruzamento,0
cruzamos,0
cruzando,0
cruzar,0
cruzara,0
cruzaram,0
cruzaras,0
cruzardes,0
cruzarei,0
cruzareis,0
cruzarem,0
cruzaremos,0
cruzares,0
cruzaria,0
cruzariam,0
cruzarias,0
cruzarmos,0
cruzará,0
cruzarás,0
cruzarão,0
cruzaríamos,0
cruzaríeis,0
cruzas,0
cruzasse,0
cruzassem,0
cruzasses,0
cruzaste,0
cruzastes,0
cruzava,0
cruzavam,0
cruzavas,0
cruze,0
cruzei,0
cruzeis,0
cruzem,0
cruzemos,0
cruzes,0
cruzo,0
cruzou,0
cruzáramos,0
cruzáreis,0
cruzásseis,0
cruzássemos,0
cruzávamos,0
cruzáveis,0
cruéis,-1
crânio,0
cré,0
crédito,1
créditos,0
crédula,0
crédulo,0
crê,1
crêem,1
crêramos,1
crêreis,1
crês,1
crêsseis,1
crêssemos,1
críamos,1
críeis,1
crítica,0
críticas,0
crítico,0
crônica,0
crônicas,0
cstosas,0
cu,0
cubiculo,0
cubiculos,0
cubra,0
cubrais,0
cubram,0
cubramos,0
cubras,0
cubro,0
cubículo,0
cubículos,0
cuida,1
cuidada,1
cuidadas,1
cuidado,1
cuidados,1
cuidadosa,0
cuidadosas,0
cuidadoso,0
cuidadosos,0
cuidai,1
cuidais,1
cuidam,1
cuidamos,1
cuidando,1
cuidar,1
cuidara,1
cuidaram,1
cuidaras,1
cuidardes,1
cuidarei,1
cuidareis,1
cuidarem,1
cuidaremos,1
cuidares,1
cuidaria,1
cuidariam,1
cuidarias,1
cuidarmos,1
cuidará,1
cuidarás,1
cuidarão,1
cuidaríamos,1
cuidaríeis,1
cuidas,1
cuidasse,1
cuidassem,1
cuidasses,1
cuidaste,1
cuidastes,1
cuidava,1
cuidavam,1
cuidavas,1
cuide,1
cuidei,1
cuideis,1
cuidem,1
cuidemos,1
cuides,1
cuido,1
cuidou,1
cuidáramos,1
cuidáreis,1
cuidásseis,1
cuidássemos,1
cuidávamos,1
cuidáveis,1
cuja,0
cujas,0
cujo,0
cujos,0
culpa,-1
culpada,-1
culpadas,-1
culpado,-1
culpados,-1
culpai,-1
culpais,-1
culpam,-1
culpamos,-1
culpando,-1
culpar,-1
culpara,-1
culparam,-1
culparas,-1
culpardes,-1
culparei,-1
culpareis,-1
culparem,-1
culparemos,-1
culpares,-1
culparia,-1
culpariam,-1
culparias,-1
culparmos,-1
culpará,-1
culparás,-1
culparão,-1
culparíamos,-1
culparíeis,-1
culpas,-1
culpasse,-1
culpassem,-1
culpasses,-1
culpaste,-1
culpastes,-1
culpava,-1
culpavam,-1
culpavas,-1
culpe,-1
culpei,-1
culpeis,-1
culpem,-1
culpemos,-1
culpes,-1
culpo,-1
culpou,-1
culpáramos,-1
culpáreis,-1
culpásseis,-1
culpássemos,-1
culpávamos,-1
culpáveis,-1
culpável,0
culta,1
cultas,1
cultiva,1
cultivada,1
cultivadas,1
cultivado,1
cultivados,1
cultivai,1
cultivais,1
cultivam,1
cultivamos,1
cultivando,1
cultivar,1
cultivara,1
cultivaram,1
cultivaras,1
cultivardes,1
cultivarei,1
cultivareis,1
cultivarem,1
cultivaremos,1
cultivares,1
cultivaria,1
cultivariam,1
cultivarias,1
cultivarmos,1
cultivará,1
cultivarás,1
cultivarão,1
cultivaríamos,1
cultivaríeis,1
cultivas,1
cultivasse,1
cultivassem,1
cultivasses,1
cultivaste,1
cultivastes,1
cultivava,1
cultivavam,1
cultivavas,1
cultive,1
cultivei,1
cultiveis,1
cultivem,1
cultivemos,1
cultives,1
cultivo,1
cultivou,1
cultiváramos,1
cultiváreis,1
cultivásseis,1
cultivássemos,1
cultivávamos,1
cultiváveis,1
culto,1
cultos,1
cultua,1
cultuada,1
cultuadas,1
cultuado,1
cultuados,1
cultuai,1
cultuais,1
cultuam,1
cultuamos,1
cultuando,1
cultuar,1
cultuara,1
cultuaram,1
cultuaras,1
cultuardes,1
cultuarei,1
cultuareis,1
cultuarem,1
cultuaremos,1
cultuares,1
cultuaria,1
cultuariam,1
cultuarias,1
cultuarmos,1
cultuará,1
cultuarás,1
cultuarão,1
cultuaríamos,1
cultuaríeis,1
cultuas,1
cultuasse,1
cultuassem,1
cultuasses,1
cultuaste,1
cultuastes,1
cultuava,1
cultuavam,1
cultuavas,1
cultue,1
cultuei,1
cultueis,1
cultuem,1
cultuemos,1
cultues,1
cultuo,1
cultuou,1
cultura,1
cultuáramos,1
cultuáreis,1
cultuásseis,1
cultuássemos,1
cultuávamos,1
cultuáveis,1
cume,0
cumes,0
cumpra,1
cumprais,1
cumpram,1
cumpramos,1
cumpras,1
cumpre,1
cumprem,1
cumpres,1
cumpri,1
cumpria,1
cumpriam,1
cumprias,1
cumprida,1
cumpridas,1
cumprido,1
cumpridos,1
cumprimenta,0
cumprimentada,0
cumprimentadas,0
cumprimentado,0
cumprimentados,0
cumprimentai,0
cumprimentais,0
cumprimentam,0
cumprimentamos,0
cumprimentando,0
cumprimentar,0
cumprimentara,0
cumprimentaram,0
cumprimentaras,0
cumprimentardes,0
cumprimentarei,0
cumprimentareis,0
cumprimentarem,0
cumprimentaremos,0
cumprimentares,0
cumprimentaria,0
cumprimentariam,0
cumprimentarias,0
cumprimentarmos,0
cumprimentará,0
cumprimentarás,0
cumprimentarão,0
cumprimentaríamos,0
cumprimentaríeis,0
cumprimentas,0
cumprimentasse,0
cumprimentassem,0
cumprimentasses,0
cumprimentaste,0
cumprimentastes,0
cumprimentava,0
cumprimentavam,0
cumprimentavas,0
cumprimente,0
cumprimentei,0
cumprimenteis,0
cumprimentem,0
cumprimentemos,0
cumprimentes,0
cumprimento,0
cumprimentos,0
cumprimentou,0
cumprimentáramos,0
cumprimentáreis,0
cumprimentásseis,0
cumprimentássemos,0
cumprimentávamos,0
cumprimentáveis,0
cumprimos,1
cumprindo,1
cumprir,1
cumprira,1
cumpriram,1
cumpriras,1
cumprirdes,1
cumprirei,1
cumprireis,1
cumprirem,1
cumpriremos,1
cumprires,1
cumpriria,1
cumpririam,1
cumpririas,1
cumprirmos,1
cumprirá,1
cumprirás,1
cumprirão,1
cumpriríamos,1
cumpriríeis,1
cumpris,1
cumprisse,1
cumprissem,1
cumprisses,1
cumpriste,1
cumpristes,1
cumpriu,1
cumpro,1
cumpríamos,1
cumpríeis,1
cumpríramos,1
cumpríreis,1
cumprísseis,1
cumpríssemos,1
cunha,0
cunhada,0
cunhadas,0
cunhado,0
cunhados,0
cunhai,0
cunhais,0
cunham,0
cunhamos,0
cunhando,0
cunhar,0
cunhara,0
cunharam,0
cunharas,0
cunhardes,0
cunharei,0
cunhareis,0
cunharem,0
cunharemos,0
cunhares,0
cunharia,0
cunhariam,0
cunharias,0
cunharmos,0
cunhará,0
cunharás,0
cunharão,0
cunharíamos,0
cunharíeis,0
cunhas,0
cunhasse,0
cunhassem,0
cunhasses,0
cunhaste,0
cunhastes,0
cunhava,0
cunhavam,0
cunhavas,0
cunhe,0
cunhei,0
cunheis,0
cunhem,0
cunhemos,0
cunhes,0
cunho,0
cunhou,0
cunháramos,0
cunháreis,0
cunhásseis,0
cunhássemos,0
cunhávamos,0
cunháveis,0
cuope,0
cuopem,0
cuopes,0
cupido,0
cupom,0
cupons,0
cura,0
curada,0
curadas,0
curado,0
curador,0
curadora,0
curadoras,0
curadores,0
curados,0
curai,0
curais,0
curam,0
curamos,0
curando,0
curar,0
curara,0
curaram,0
curaras,0
curardes,0
curarei,0
curareis,0
curarem,0
curaremos,0
curares,0
curaria,0
curariam,0
curarias,0
curarmos,0
curará,0
curarás,0
curarão,0
curaríamos,0
curaríeis,0
curas,0
curasse,0
curassem,0
curasses,0
curaste,0
curastes,0
curava,0
curavam,0
curavas,0
cure,0
curei,0
cureis,0
curem,0
curemos,0
cures,0
curiando,0
curiosa,0
curiosada,0
curiosadas,0
curiosado,0
curiosados,0
curiosai,0
curiosais,0
curiosam,0
curiosamos,0
curiosando,0
curiosar,0
curiosara,0
curiosaram,0
curiosaras,0
curiosardes,0
curiosarei,0
curiosareis,0
curiosarem,0
curiosaremos,0
curiosares,0
curiosaria,0
curiosariam,0
curiosarias,0
curiosarmos,0
curiosará,0
curiosarás,0
curiosarão,0
curiosaríamos,0
curiosaríeis,0
curiosas,0
curiosasse,0
curiosassem,0
curiosasses,0
curiosaste,0
curiosastes,0
curiosava,0
curiosavam,0
curiosavas,0
curiose,0
curioseada,0
curioseadas,0
curioseado,0
curioseados,0
curioseai,0
curioseais,0
curioseamos,0
curioseando,0
curiosear,0
curioseara,0
curiosearam,0
curiosearas,0
curioseardes,0
curiosearei,0
curioseareis,0
curiosearem,0
curiosearemos,0
curioseares,0
curiosearia,0
curioseariam,0
curiosearias,0
curiosearmos,0
curioseará,0
curiosearás,0
curiosearão,0
curiosearíamos,0
curiosearíeis,0
curioseasse,0
curioseassem,0
curioseasses,0
curioseaste,0
curioseastes,0
curioseava,0
curioseavam,0
curioseavas,0
curioseei,0
curioseeis,0
curioseemos,0
curiosei,0
curioseia,0
curioseiam,0
curioseias,0
curioseie,0
curioseiem,0
curioseies,0
curioseio,0
curioseis,0
curiosem,0
curiosemos,0
curioseou,0
curioses,0
curioseáramos,0
curioseáreis,0
curioseásseis,0
curioseássemos,0
curioseávamos,0
curioseáveis,0
curioso,0
curiosou,0
curiosáramos,0
curiosáreis,0
curiosásseis,0
curiosássemos,0
curiosávamos,0
curiosáveis,0
curo,0
curou,0
curral,0
currículo,0
currículos,0
curso,0
cursos,0
curta,0
curtais,0
curtam,0
curtamente,0
curtamos,0
curtas,0
curte,0
curtem,0
curtes,0
curti,0
curtia,0
curtiam,0
curtias,0
curtida,0
curtidas,0
curtido,0
curtidos,0
curtimos,0
curtindo,0
curtir,0
curtira,0
curtiram,0
curtiras,0
curtirdes,0
curtirei,0
curtireis,0
curtirem,0
curtiremos,0
curtires,0
curtiria,0
curtiriam,0
curtirias,0
curtirmos,0
curtirá,0
curtirás,0
curtirão,0
curtiríamos,0
curtiríeis,0
curtis,0
curtisse,0
curtissem,0
curtisses,0
curtiste,0
curtistes,0
curtiu,0
curto,0
curtos,0
curtíamos,0
curtíeis,0
curtíramos,0
curtíreis,0
curtísseis,0
curtíssemos,0
curva,0
curvada,0
curvadas,0
curvado,0
curvados,0
curvai,0
curvais,0
curvam,0
curvamos,0
curvando,0
curvando-se,0
curvar,0
curvara,0
curvaram,0
curvaras,0
curvardes,0
curvarei,0
curvareis,0
curvarem,0
curvaremos,0
curvares,0
curvaria,0
curvariam,0
curvarias,0
curvarmos,0
curvará,0
curvarás,0
curvarão,0
curvaríamos,0
curvaríeis,0
curvas,0
curvasse,0
curvassem,0
curvasses,0
curvaste,0
curvastes,0
curvava,0
curvavam,0
curvavas,0
curve,0
curvei,0
curveis,0
curvejões,0
curvem,0
curvemos,0
curves,0
curvilhões,0
curvo,0
curvos,0
curvou,0
curváramos,0
curváreis,0
curvásseis,0
curvássemos,0
curvávamos,0
curváveis,0
curáramos,0
curáreis,0
curásseis,0
curássemos,0
curávamos,0
curáveis,0
cusado,0
cusando,0
cuspe,0
cuspindo,0
custa,0
custada,0
custadas,0
custado,0
custados,0
custai,0
custais,0
custam,0
custamos,0
custando,0
custar,0
custara,0
custaram,0
custaras,0
custardes,0
custarei,0
custareis,0
custarem,0
custaremos,0
custares,0
custaria,0
custariam,0
custarias,0
custarmos,0
custará,0
custarás,0
custarão,0
custaríamos,0
custaríeis,0
custas,0
custasse,0
custassem,0
custasses,0
custaste,0
custastes,0
custava,0
custavam,0
custavas,0
custe,0
custeada,0
custeadas,0
custeado,0
custeados,0
custeai,0
custeais,0
custeamos,0
custeando,0
custear,0
custeara,0
custearam,0
custearas,0
custeardes,0
custearei,0
custeareis,0
custearem,0
custearemos,0
custeares,0
custearia,0
custeariam,0
custearias,0
custearmos,0
custeará,0
custearás,0
custearão,0
custearíamos,0
custearíeis,0
custeasse,0
custeassem,0
custeasses,0
custeaste,0
custeastes,0
custeava,0
custeavam,0
custeavas,0
custeei,0
custeeis,0
custeemos,0
custei,0
custeia,0
custeiam,0
custeias,0
custeie,0
custeiem,0
custeies,0
custeio,0
custeios,0
custeis,0
custem,0
custemos,0
custeou,0
custes,0
custeáramos,0
custeáreis,0
custeásseis,0
custeássemos,0
custeávamos,0
custeáveis,0
custo,0
custos,0
custosa,0
custosas,0
custoso,0
custosos,0
custou,0
custáramos,0
custáreis,0
custásseis,0
custássemos,0
custávamos,0
custáveis,0
cutuca,0
cutucada,0
cutucadas,0
cutucado,0
cutucados,0
cutucai,0
cutucais,0
cutucam,0
cutucamos,0
cutucando,0
cutucar,0
cutucara,0
cutucaram,0
cutucaras,0
cutucardes,0
cutucarei,0
cutucareis,0
cutucarem,0
cutucaremos,0
cutucares,0
cutucaria,0
cutucariam,0
cutucarias,0
cutucarmos,0
cutucará,0
cutucarás,0
cutucarão,0
cutucaríamos,0
cutucaríeis,0
cutucas,0
cutucasse,0
cutucassem,0
cutucasses,0
cutucaste,0
cutucastes,0
cutucava,0
cutucavam,0
cutucavas,0
cutuco,0
cutucou,0
cutucáramos,0
cutucáreis,0
cutucásseis,0
cutucássemos,0
cutucávamos,0
cutucáveis,0
cutuque,0
cutuquei,0
cutuqueis,0
cutuquem,0
cutuquemos,0
cutuques,0
cuupa,0
cuupais,0
cuupam,0
cuupamos,0
cuupas,0
cuupi,0
cuupia,0
cuupiam,0
cuupias,0
cuupida,0
cuupidas,0
cuupido,0
cuupidos,0
cuupimos,0
cuupindo,0
cuupir,0
cuupira,0
cuupiram,0
cuupiras,0
cuupirdes,0
cuupirei,0
cuupireis,0
cuupirem,0
cuupiremos,0
cuupires,0
cuupiria,0
cuupiriam,0
cuupirias,0
cuupirmos,0
cuupirá,0
cuupirás,0
cuupirão,0
cuupiríamos,0
cuupiríeis,0
cuupis,0
cuupisse,0
cuupissem,0
cuupisses,0
cuupiste,0
cuupistes,0
cuupiu,0
cuupo,0
cuupíamos,0
cuupíeis,0
cuupíramos,0
cuupíreis,0
cuupísseis,0
cuupíssemos,0
cuzão,0
cuzões,0
cv,0
cá,0
cálculo,0
cálido,0
cárdia,0
cáustica,0
cáusticas,0
cáustico,0
cáusticos,0
câmbio,0
câmbios,0
câmpus,0
câncer,0
cédula,0
cédulas,0
célebre,0
céptico,0
cérebro,0
céu,0
céus,0
cínico,0
círculo,0
cístico,0
císticos,0
código,0
códigos,0
cólera,-1
cóleras,0
cólon,0
cólons,0
cópia,0
cópias,0
córrego,0
córregos,0
cômoda,0
cômodas,0
cômodo,0
cômodos,0
cômputo,0
cômputos,0
côncios,0
cônjuge,0
cônjuges,0
cônjugues,0
cônscio,0
cú,0
cúmplice,0
cúmplices,0
cús,0
da,0
dacriociste,0
dacriocistes,0
dada,0
dadas,0
dado,0
dados,0
dai,0
dais,0
dama,0
damas,0
damos,0
danada,-1
danadas,-1
danação,-1
dance,0
dancei,0
danceis,0
dancem,0
dancemos,0
dances,0
dando,1
danifica,0
danificada,0
danificadas,0
danificado,0
danificador,0
danificadora,0
danificadoras,0
danificadores,0
danificados,0
danificai,0
danificais,0
danificam,0
danificamento,0
danificamentos,0
danificamos,0
danificando,0
danificar,0
danificara,0
danificaram,0
danificaras,0
danificardes,0
danificarei,0
danificareis,0
danificarem,0
danificaremos,0
danificares,0
danificaria,0
danificariam,0
danificarias,0
danificarmos,0
danificará,0
danificarás,0
danificarão,0
danificaríamos,0
danificaríeis,0
danificas,0
danificasse,0
danificassem,0
danificasses,0
danificaste,0
danificastes,0
danificava,0
danificavam,0
danificavas,0
danifico,0
danificou,0
danificáramos,0
danificáreis,0
danificásseis,0
danificássemos,0
danificávamos,0
danificáveis,0
danifique,0
danifiquei,0
danifiqueis,0
danifiquem,0
danifiquemos,0
danifiques,0
daninho,0
daninhos,0
dano,-1
danos,-1
danosa,0
danosas,0
danoso,0
danosos,0
dantes,0
dança,0
dançada,0
dançadas,0
dançado,0
dançados,0
dançai,0
dançais,0
dançam,0
dançamos,0
dançando,0
dançar,0
dançara,0
dançaram,0
dançaras,0
dançardes,0
dançarei,0
dançareis,0
dançarem,0
dançaremos,0
dançares,0
dançaria,0
dançariam,0
dançarias,0
dançarmos,0
dançará,0
dançarás,0
dançarão,0
dançaríamos,0
dançaríeis,0
danças,0
dançasse,0
dançassem,0
dançasses,0
dançaste,0
dançastes,0
dançava,0
dançavam,0
dançavas,0
danço,0
dançou,0
dançáramos,0
dançáreis,0
dançásseis,0
dançássemos,0
dançávamos,0
dançáveis,0
danífico,0
daníficos,0
daqui,0
dar,0
dardes,0
darei,0
dareis,0
darem,0
daremos,0
dares,0
daria,0
dariam,0
darias,0
darmos,0
dará,0
darás,0
darão,0
daríamos,0
daríeis,0
data,0
datada,0
datadas,0
datado,0
datados,0
datai,0
datais,0
datam,0
datamos,0
datando,0
datar,0
datara,0
dataram,0
dataras,0
datardes,0
datarei,0
datareis,0
datarem,0
dataremos,0
datares,0
dataria,0
datariam,0
datarias,0
datarmos,0
datará,0
datarás,0
datarão,0
dataríamos,0
dataríeis,0
datas,0
datasse,0
datassem,0
datasses,0
dataste,0
datastes,0
datava,0
datavam,0
datavas,0
datação,0
date,0
datei,0
dateis,0
datem,0
datemos,0
dates,0
datilografa,0
datilografada,0
datilografadas,0
datilografado,0
datilografados,0
datilografai,0
datilografais,0
datilografam,0
datilografamos,0
datilografando,0
datilografar,0
datilografara,0
datilografaram,0
datilografaras,0
datilografardes,0
datilografarei,0
datilografareis,0
datilografarem,0
datilografaremos,0
datilografares,0
datilografaria,0
datilografariam,0
datilografarias,0
datilografarmos,0
datilografará,0
datilografarás,0
datilografarão,0
datilografaríamos,0
datilografaríeis,0
datilografas,0
datilografasse,0
datilografassem,0
datilografasses,0
datilografaste,0
datilografastes,0
datilografava,0
datilografavam,0
datilografavas,0
datilografe,0
datilografei,0
datilografeis,0
datilografem,0
datilografemos,0
datilografes,0
datilografo,0
datilografou,0
datilografáramos,0
datilografáreis,0
datilografásseis,0
datilografássemos,0
datilografávamos,0
datilografáveis,0
dato,0
datou,0
datáramos,0
datáreis,0
datásseis,0
datássemos,0
datávamos,0
datáveis,0
dava,0
davam,0
davas,0
de,0
debaixo,0
debata,-1
debatais,-1
debatam,-1
debatamos,-1
debatas,-1
debate,-1
debatei,-1
debateis,-1
debatem,-1
debatemos,-1
debatendo,-1
debatendo-se,-1
debater,-1
debatera,-1
debateram,-1
debateras,-1
debaterdes,-1
debaterei,-1
debatereis,-1
debaterem,-1
debateremos,-1
debateres,-1
debateria,-1
debateriam,-1
debaterias,-1
debatermos,-1
debaterá,-1
debaterás,-1
debaterão,-1
debateríamos,-1
debateríeis,-1
debates,-1
debatesse,-1
debatessem,-1
debatesses,-1
debateste,-1
debatestes,-1
debateu,-1
debati,-1
debatia,-1
debatiam,-1
debatias,-1
debatida,-1
debatidas,-1
debatido,-1
debatido-se,-1
debatidos,-1
debato,-1
debatêramos,-1
debatêreis,-1
debatêsseis,-1
debatêssemos,-1
debatíamos,-1
debatíeis,-1
debica,0
debicada,0
debicadas,0
debicado,0
debicados,0
debicai,0
debicais,0
debicam,0
debicamos,0
debicando,0
debicar,0
debicara,0
debicaram,0
debicaras,0
debicardes,0
debicarei,0
debicareis,0
debicarem,0
debicaremos,0
debicares,0
debicaria,0
debicariam,0
debicarias,0
debicarmos,0
debicará,0
debicarás,0
debicarão,0
debicaríamos,0
debicaríeis,0
debicas,0
debicasse,0
debicassem,0
debicasses,0
debicaste,0
debicastes,0
debicava,0
debicavam,0
debicavas,0
debico,0
debicou,0
debicáramos,0
debicáreis,0
debicásseis,0
debicássemos,0
debicávamos,0
debicáveis,0
debilidade,-1
debilita,-1
debilitada,-1
debilitadas,-1
debilitado,-1
debilitados,-1
debilitai,-1
debilitais,-1
debilitam,-1
debilitamos,-1
debilitando,-1
debilitar,-1
debilitara,-1
debilitaram,-1
debilitaras,-1
debilitardes,-1
debilitarei,-1
debilitareis,-1
debilitarem,-1
debilitaremos,-1
debilitares,-1
debilitaria,-1
debilitariam,-1
debilitarias,-1
debilitarmos,-1
debilitará,-1
debilitarás,-1
debilitarão,-1
debilitaríamos,-1
debilitaríeis,-1
debilitas,-1
debilitasse,-1
debilitassem,-1
debilitasses,-1
debilitaste,-1
debilitastes,-1
debilitava,-1
debilitavam,-1
debilitavas,-1
debilite,-1
debilitei,-1
debiliteis,-1
debilitem,-1
debilitemos,-1
debilites,-1
debilito,-1
debilitou,-1
debilitáramos,-1
debilitáreis,-1
debilitásseis,-1
debilitássemos,-1
debilitávamos,-1
debilitáveis,-1
debilmente,-1
debique,0
debiquei,0
debiqueis,0
debiquem,0
debiquemos,0
debiques,0
debrum,0
decadente,0
decadista,0
decadência,-1
decadências,0
decaem,-1
decai,-1
decaia,-1
decaiais,-1
decaiam,-1
decaiamos,-1
decaias,-1
decaida,0
decaido,0
decaimento,-1
decaimentos,0
decaindo,-1
decaio,-1
decair,-1
decairdes,-1
decairei,-1
decaireis,-1
decairemos,-1
decairia,-1
decairiam,-1
decairias,-1
decairmos,-1
decairá,-1
decairás,-1
decairão,-1
decairíamos,-1
decairíeis,-1
decais,-1
decaiu,-1
decania,0
decano,0
decansado,0
decaí,-1
decaía,-1
decaíam,-1
decaíamos,-1
decaías,-1
decaída,-1
decaídas,-1
decaído,-1
decaídos,-1
decaíeis,-1
decaímos,-1
decaíra,-1
decaíram,-1
decaíramos,-1
decaíras,-1
decaíreis,-1
decaírem,-1
decaíres,-1
decaís,-1
decaísse,-1
decaísseis,-1
decaíssem,-1
decaíssemos,-1
decaísses,-1
decaíste,-1
decaístes,-1
decente,1
decentes,1
decepciona,0
decepcionada,0
decepcionadas,0
decepcionado,0
decepcionados,0
decepcionai,0
decepcionais,0
decepcionam,0
decepcionamos,0
decepcionando,0
decepcionar,0
decepcionara,0
decepcionaram,0
decepcionaras,0
decepcionardes,0
decepcionarei,0
decepcionareis,0
decepcionarem,0
decepcionaremos,0
decepcionares,0
decepcionaria,0
decepcionariam,0
decepcionarias,0
decepcionarmos,0
decepcionará,0
decepcionarás,0
decepcionarão,0
decepcionaríamos,0
decepcionaríeis,0
decepcionas,0
decepcionasse,0
decepcionassem,0
decepcionasses,0
decepcionaste,0
decepcionastes,0
decepcionava,0
decepcionavam,0
decepcionavas,0
decepcione,0
decepcionei,0
decepcioneis,0
decepcionem,0
decepcionemos,0
decepciones,0
decepciono,0
decepcionou,0
decepcionáramos,0
decepcionáreis,0
decepcionásseis,0
decepcionássemos,0
decepcionávamos,0
decepcionáveis,0
decepção,0
decepções,0
decida,0
decidais,0
decidam,0
decidamos,0
decidas,0
decide,0
decidem,0
decides,0
decidi,0
decidia,0
decidiam,0
decidias,0
decidida,1
decididas,1
decidido,0
decididos,0
